2025-10-31 22:33:02,620 INFO    MainThread:369486 [wandb_setup.py:_flush():81] Current SDK version is 0.22.2
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_setup.py:_flush():81] Configure stats pid to 369486
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_setup.py:_flush():81] Loading settings from /home/wsqlab/.config/wandb/settings
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_setup.py:_flush():81] Loading settings from /media/wsqlab/data/ctp_file/EEG_encoder/wandb/settings
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_init.py:setup_run_log_directory():705] Logging user logs to /media/wsqlab/data/ctp_file/EEG_encoder/wandb/offline-run-20251031_223302-jneli3te/logs/debug.log
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_init.py:setup_run_log_directory():706] Logging internal logs to /media/wsqlab/data/ctp_file/EEG_encoder/wandb/offline-run-20251031_223302-jneli3te/logs/debug-internal.log
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_init.py:init():832] calling init triggers
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_init.py:init():837] wandb.init called with sweep_config: {}
config: {'wandb': {'project': 'EEG_Decoupling', 'entity': None, 'name': 'eeg_triplet_train'}, 'data': {'root': '/media/wsqlab/data/ctp_file/EEG_encoder', 'split_index': 1, 'eeg_path': '/media/wsqlab/data/ctp_file/EEG_encoder/data/EEG_data/eeg_55_95_std.pth', 'image_vec_path': '/media/wsqlab/data/ctp_file/EEG_encoder/data/image_vectors.npy', 'text_vec_path': '/media/wsqlab/data/ctp_file/EEG_encoder/data/text_vectors.npy', 'splits_path': '/media/wsqlab/data/ctp_file/EEG_encoder/data/EEG_data/block_splits_by_image_all.pth'}, 'training': {'epochs': 100, 'batch_size': 64, 'learning_rate': 0.0001, 'num_workers': 4, 'device': 'cuda', 'alpha': 0.5, 'temperature': 0.1}, 'model': {'model_name': 'eeg_encoder', 'n_linear_layers': 1, 'channel_merge': 'linear', 'n_heads': 8, 'embedding_dim': 512, 'n_channels': 128, 'n_samples': 440, 'encoder_name': 'braindecode_shallow', 'n_filters_time': 40, 'filter_time_length': 25, 'n_filters_spat': 40, 'pool_time_length': 75, 'pool_time_stride': 15, 'drop_prob': 0.5}, '_wandb': {}}
2025-10-31 22:33:02,621 INFO    MainThread:369486 [wandb_init.py:init():880] starting backend
2025-10-31 22:33:03,037 INFO    MainThread:369486 [wandb_init.py:init():883] sending inform_init request
2025-10-31 22:33:03,044 INFO    MainThread:369486 [wandb_init.py:init():891] backend started and connected
2025-10-31 22:33:03,046 INFO    MainThread:369486 [wandb_init.py:init():961] updated telemetry
2025-10-31 22:33:03,054 INFO    MainThread:369486 [wandb_init.py:init():985] communicating run to backend with 90.0 second timeout
2025-10-31 22:33:03,313 INFO    MainThread:369486 [wandb_init.py:init():1036] starting run threads in backend
2025-10-31 22:33:03,454 INFO    MainThread:369486 [wandb_run.py:_console_start():2509] atexit reg
2025-10-31 22:33:03,454 INFO    MainThread:369486 [wandb_run.py:_redirect():2357] redirect: wrap_raw
2025-10-31 22:33:03,454 INFO    MainThread:369486 [wandb_run.py:_redirect():2426] Wrapping output streams.
2025-10-31 22:33:03,454 INFO    MainThread:369486 [wandb_run.py:_redirect():2449] Redirects installed.
2025-10-31 22:33:03,456 INFO    MainThread:369486 [wandb_init.py:init():1076] run started, returning control to user process
2025-10-31 22:42:59,636 INFO    MainThread:369486 [wandb_run.py:_finish():2275] finishing run EEG_Decoupling/jneli3te
2025-10-31 22:42:59,636 INFO    MainThread:369486 [wandb_run.py:_atexit_cleanup():2474] got exitcode: 0
2025-10-31 22:42:59,636 INFO    MainThread:369486 [wandb_run.py:_restore():2456] restore
2025-10-31 22:42:59,636 INFO    MainThread:369486 [wandb_run.py:_restore():2462] restore done
